mano_valor,mano_es_blanda,mano_apuesta,mano_num_cartas,mano_es_par_divisible,agente_nombre,agente_capital_inicial,dealer_valor_carta,accion_tomada,ganancia_neta,conteo_cartas,recompensa_normalizada
9,False,79,2,False,AgenteAleatorio1,53310,10,PEDIR,-79,None,-1.0
19,False,79,3,False,AgenteAleatorio1,53310,10,DOBLAR,-79,None,-1.0
12,False,319,2,False,AgenteAleatorio1,53231,8,RENDIRSE,-159,None,-0.49843260188087773
17,False,249,2,False,AgenteAleatorio1,53071,8,DIVIDIR,-249,None,-1.0
18,False,410,2,False,AgenteAleatorio1,52822,6,PLANTARSE,410,None,1.0
20,False,223,2,True,AgenteAleatorio1,52822,7,PEDIR,-223,None,-1.0
13,False,137,2,False,AgenteAleatorio1,52599,3,PLANTARSE,-137,None,-1.0
19,False,171,2,False,AgenteAleatorio1,52462,8,RENDIRSE,-85,None,-0.49707602339181284
16,False,346,2,False,AgenteAleatorio1,52376,10,PEDIR,-346,None,-1.0
10,False,471,2,False,AgenteAleatorio1,52030,4,PLANTARSE,471,None,1.0
9,False,330,2,False,AgenteAleatorio1,52501,5,PLANTARSE,-330,None,-1.0
20,False,85,2,True,AgenteAleatorio1,52171,10,RENDIRSE,-42,None,-0.49411764705882355
16,False,448,2,False,AgenteAleatorio1,52128,9,DIVIDIR,448,None,1.0
7,False,425,2,False,AgenteAleatorio1,52576,10,RENDIRSE,-212,None,-0.4988235294117647
20,False,289,2,True,AgenteAleatorio1,52363,6,PEDIR,-289,None,-1.0
20,False,259,2,True,AgenteAleatorio1,52074,10,DOBLAR,-518,None,-2.0
9,False,370,2,False,AgenteAleatorio1,51556,10,DOBLAR,740,None,2.0
15,False,490,2,False,AgenteAleatorio1,51556,8,DOBLAR,-980,None,-2.0
14,False,215,2,False,AgenteAleatorio1,50576,5,DIVIDIR,215,None,1.0
20,False,86,2,True,AgenteAleatorio1,50791,3,RENDIRSE,-43,None,-0.5
19,True,204,2,False,AgenteAleatorio1,50748,10,PEDIR,0,None,0.0
17,False,204,3,False,AgenteAleatorio1,50748,10,DIVIDIR,0,None,0.0
20,True,175,2,False,AgenteAleatorio1,50748,4,PLANTARSE,175,None,1.0
12,False,272,2,False,AgenteAleatorio1,50748,10,PLANTARSE,-272,None,-1.0
12,False,125,2,False,AgenteAleatorio1,50476,10,DOBLAR,250,None,2.0
12,False,447,2,False,AgenteAleatorio1,50726,7,DIVIDIR,-447,None,-1.0
19,False,240,2,False,AgenteAleatorio1,50279,10,PEDIR,-240,None,-1.0
14,False,298,2,False,AgenteAleatorio1,50039,6,DOBLAR,-596,None,-2.0
12,False,456,2,False,AgenteAleatorio1,49443,10,DOBLAR,-912,None,-2.0
13,False,432,2,False,AgenteAleatorio1,48531,10,PEDIR,-432,None,-1.0
17,False,227,2,False,AgenteAleatorio1,48099,3,PEDIR,227,None,1.0
20,False,227,3,False,AgenteAleatorio1,48099,3,DIVIDIR,227,None,1.0
12,False,385,2,True,AgenteAleatorio1,48099,5,DOBLAR,0,None,0.0
14,False,368,2,False,AgenteAleatorio1,48099,2,PLANTARSE,-368,None,-1.0
19,True,216,2,False,AgenteAleatorio1,47731,4,DOBLAR,432,None,2.0
10,False,182,2,False,AgenteAleatorio1,48163,7,PEDIR,-182,None,-1.0
14,False,182,3,False,AgenteAleatorio1,48163,7,DOBLAR,-182,None,-1.0
16,False,420,2,False,AgenteAleatorio1,47981,10,DOBLAR,840,None,2.0
15,False,334,2,False,AgenteAleatorio1,48821,4,RENDIRSE,-167,None,-0.5
13,False,109,2,False,AgenteAleatorio1,48654,11,DOBLAR,-218,None,-2.0
16,False,360,2,False,AgenteAleatorio1,48436,9,DIVIDIR,-360,None,-1.0
14,False,183,2,False,AgenteAleatorio1,48076,10,DIVIDIR,-183,None,-1.0
16,True,154,2,False,AgenteAleatorio1,47893,10,PEDIR,-154,None,-1.0
15,False,154,3,False,AgenteAleatorio1,47893,10,PEDIR,-154,None,-1.0
11,False,15,2,False,AgenteAleatorio1,47739,10,RENDIRSE,-7,None,-0.4666666666666667
18,False,463,2,False,AgenteAleatorio1,47731,3,PLANTARSE,0,None,0.0
18,False,81,2,False,AgenteAleatorio1,47731,2,DOBLAR,-162,None,-2.0
8,False,309,2,False,AgenteAleatorio1,47569,11,DIVIDIR,309,None,1.0
12,False,437,2,False,AgenteAleatorio1,47878,4,DOBLAR,-874,None,-2.0
13,False,144,2,False,AgenteAleatorio1,47004,7,DOBLAR,288,None,2.0
20,False,426,2,True,AgenteAleatorio1,47004,10,PEDIR,426,None,1.0
21,False,426,3,False,AgenteAleatorio1,47004,10,DIVIDIR,426,None,1.0
8,False,252,2,False,AgenteAleatorio1,47004,9,DIVIDIR,-252,None,-1.0
16,False,141,2,False,AgenteAleatorio1,46752,11,PLANTARSE,-141,None,-1.0
12,False,231,2,False,AgenteAleatorio1,46611,2,DOBLAR,-462,None,-2.0
21,True,409,2,False,AgenteAleatorio1,46149,8,DIVIDIR,-65,None,-0.15892420537897312
13,False,157,2,False,AgenteAleatorio1,46762,10,PLANTARSE,-157,None,-1.0
13,False,130,2,False,AgenteAleatorio1,46605,4,RENDIRSE,-65,None,-0.5
14,False,142,2,False,AgenteAleatorio1,46540,3,PEDIR,-142,None,-1.0
18,False,142,3,False,AgenteAleatorio1,46540,3,PLANTARSE,-142,None,-1.0
13,False,311,2,False,AgenteAleatorio1,46398,10,RENDIRSE,-155,None,-0.4983922829581994
16,False,455,2,False,AgenteAleatorio1,46242,4,PEDIR,-455,None,-1.0
20,False,301,2,True,AgenteAleatorio1,45787,5,PLANTARSE,301,None,1.0
12,False,105,2,False,AgenteAleatorio1,46088,10,DIVIDIR,-105,None,-1.0
8,False,266,2,False,AgenteAleatorio1,45983,10,DOBLAR,-532,None,-2.0
20,False,316,2,True,AgenteAleatorio1,45451,5,DOBLAR,-632,None,-2.0
15,False,296,2,False,AgenteAleatorio1,44819,7,DIVIDIR,-296,None,-1.0
19,False,34,2,False,AgenteAleatorio1,44523,2,PLANTARSE,34,None,1.0
6,False,86,2,True,AgenteAleatorio1,44523,10,DOBLAR,-172,None,-2.0
19,True,125,2,False,AgenteAleatorio1,44351,10,DOBLAR,-250,None,-2.0
21,True,159,2,False,AgenteAleatorio1,44101,4,RENDIRSE,-79,None,-0.4968553459119497
14,False,397,2,False,AgenteAleatorio1,44021,3,RENDIRSE,-198,None,-0.4987405541561713
19,False,279,2,False,AgenteAleatorio1,43822,3,PEDIR,-279,None,-1.0
11,False,9,2,False,AgenteAleatorio1,43543,6,DOBLAR,-18,None,-2.0
9,False,152,2,False,AgenteAleatorio1,43525,8,PLANTARSE,-152,None,-1.0
20,False,304,2,True,AgenteAleatorio1,43373,2,DIVIDIR,-304,None,-1.0
17,False,304,2,False,AgenteAleatorio1,43069,2,PEDIR,-304,None,-1.0
20,False,304,2,True,AgenteAleatorio1,43069,2,DOBLAR,-608,None,-2.0
12,False,137,2,False,AgenteAleatorio1,42461,4,PEDIR,137,None,1.0
19,False,137,3,False,AgenteAleatorio1,42461,4,DIVIDIR,137,None,1.0
9,False,145,2,False,AgenteAleatorio1,42461,10,DOBLAR,-290,None,-2.0
8,False,264,2,False,AgenteAleatorio1,42171,11,PEDIR,-264,None,-1.0
18,False,264,3,False,AgenteAleatorio1,42171,11,RENDIRSE,-264,None,-1.0
14,False,405,2,False,AgenteAleatorio1,41907,8,DOBLAR,810,None,2.0
16,False,189,2,False,AgenteAleatorio1,41907,2,PLANTARSE,-189,None,-1.0
20,False,292,2,True,AgenteAleatorio1,41718,7,PLANTARSE,292,None,1.0
16,False,45,2,False,AgenteAleatorio1,41718,6,PEDIR,-45,None,-1.0
21,False,45,3,False,AgenteAleatorio1,41718,6,PEDIR,-45,None,-1.0
14,False,395,2,False,AgenteAleatorio1,41673,7,RENDIRSE,-197,None,-0.49873417721518987
12,False,198,2,False,AgenteAleatorio1,41475,10,DOBLAR,-396,None,-2.0
7,False,67,2,False,AgenteAleatorio1,41079,4,PLANTARSE,67,None,1.0
12,False,43,2,False,AgenteAleatorio1,41146,7,PLANTARSE,-43,None,-1.0
13,False,310,2,False,AgenteAleatorio1,41103,9,DOBLAR,-620,None,-2.0
21,True,70,2,False,AgenteAleatorio1,40483,10,RENDIRSE,-35,None,-0.5
16,False,215,2,False,AgenteAleatorio1,40448,6,DOBLAR,-430,None,-2.0
14,False,81,2,False,AgenteAleatorio1,40018,8,RENDIRSE,-40,None,-0.49382716049382713
16,False,45,2,False,AgenteAleatorio1,39977,6,PLANTARSE,45,None,1.0
17,False,226,2,False,AgenteAleatorio1,40022,9,DOBLAR,-452,None,-2.0
20,False,387,2,True,AgenteAleatorio1,39570,9,PEDIR,-387,None,-1.0
16,False,16,2,True,AgenteAleatorio1,39183,8,DOBLAR,32,None,2.0
8,False,70,2,False,AgenteAleatorio1,39183,5,PLANTARSE,70,None,1.0
8,False,61,2,False,AgenteAleatorio1,39253,3,DIVIDIR,61,None,1.0
20,False,265,2,True,AgenteAleatorio1,39314,10,PLANTARSE,265,None,1.0
10,False,49,2,False,AgenteAleatorio1,39579,11,PLANTARSE,-49,None,-1.0
21,True,385,2,False,AgenteAleatorio1,39530,10,PEDIR,-385,None,-1.0
16,False,385,3,False,AgenteAleatorio1,39530,10,PEDIR,-385,None,-1.0
18,False,385,4,False,AgenteAleatorio1,39530,10,PEDIR,-385,None,-1.0
6,False,230,2,False,AgenteAleatorio1,39145,9,RENDIRSE,-115,None,-0.5
19,False,27,2,False,AgenteAleatorio1,39030,4,PEDIR,27,None,1.0
21,False,27,3,False,AgenteAleatorio1,39030,4,RENDIRSE,27,None,1.0
21,True,388,2,False,AgenteAleatorio1,39057,6,PEDIR,-388,None,-1.0
21,False,388,3,False,AgenteAleatorio1,39057,6,PEDIR,-388,None,-1.0
19,False,94,2,False,AgenteAleatorio1,38669,5,PLANTARSE,94,None,1.0
20,False,263,2,True,AgenteAleatorio1,38669,10,RENDIRSE,-131,None,-0.49809885931558934
17,False,203,2,False,AgenteAleatorio1,38537,6,PLANTARSE,-203,None,-1.0
20,False,246,2,True,AgenteAleatorio1,38334,2,DIVIDIR,-492,None,-2.0
14,False,246,2,False,AgenteAleatorio1,38088,2,DOBLAR,-492,None,-2.0
12,False,246,2,False,AgenteAleatorio1,37842,2,DOBLAR,-492,None,-2.0
6,False,162,2,True,AgenteAleatorio1,37350,4,PLANTARSE,162,None,1.0
21,True,103,2,False,AgenteAleatorio1,37512,11,PLANTARSE,-76,None,-0.7378640776699029
15,False,64,2,False,AgenteAleatorio1,37666,8,DIVIDIR,-64,None,-1.0
13,False,153,2,False,AgenteAleatorio1,37602,10,RENDIRSE,-76,None,-0.49673202614379086
11,False,316,2,False,AgenteAleatorio1,37525,2,PEDIR,-316,None,-1.0
12,False,316,3,False,AgenteAleatorio1,37525,2,PLANTARSE,-316,None,-1.0
16,False,343,2,False,AgenteAleatorio1,37209,10,DIVIDIR,343,None,1.0
7,False,15,2,False,AgenteAleatorio1,37552,2,DOBLAR,-30,None,-2.0
16,False,133,2,False,AgenteAleatorio1,37522,10,DIVIDIR,133,None,1.0
11,False,132,2,False,AgenteAleatorio1,37655,10,PEDIR,132,None,1.0
21,False,132,3,False,AgenteAleatorio1,37655,10,DOBLAR,132,None,1.0
20,False,366,2,True,AgenteAleatorio1,37655,10,RENDIRSE,-183,None,-0.5
12,False,116,2,False,AgenteAleatorio1,37472,11,PEDIR,-116,None,-1.0
13,False,116,3,False,AgenteAleatorio1,37472,11,DOBLAR,-116,None,-1.0
18,False,324,2,False,AgenteAleatorio1,37356,11,PLANTARSE,-324,None,-1.0
16,False,216,2,False,AgenteAleatorio1,37032,4,PLANTARSE,-216,None,-1.0
18,False,174,2,False,AgenteAleatorio1,36816,8,RENDIRSE,-87,None,-0.5
16,False,135,2,False,AgenteAleatorio1,36729,8,DIVIDIR,-135,None,-1.0
14,False,304,2,False,AgenteAleatorio1,36594,3,DOBLAR,-608,None,-2.0
10,False,178,2,False,AgenteAleatorio1,35986,6,DOBLAR,356,None,2.0
14,False,20,2,False,AgenteAleatorio1,36342,6,DOBLAR,-40,None,-2.0
21,True,116,2,False,AgenteAleatorio1,36302,4,DOBLAR,-232,None,-2.0
20,False,197,2,True,AgenteAleatorio1,36070,8,PEDIR,-197,None,-1.0
12,False,210,2,False,AgenteAleatorio1,35873,10,PLANTARSE,-210,None,-1.0
15,False,128,2,False,AgenteAleatorio1,35663,9,PLANTARSE,-128,None,-1.0
11,False,186,2,False,AgenteAleatorio1,35535,9,DIVIDIR,-186,None,-1.0
18,True,71,2,False,AgenteAleatorio1,35349,7,DIVIDIR,71,None,1.0
14,False,6,2,False,AgenteAleatorio1,35349,9,DOBLAR,-12,None,-2.0
13,False,261,2,False,AgenteAleatorio1,35337,9,PEDIR,-261,None,-1.0
15,False,171,2,False,AgenteAleatorio1,35076,10,PLANTARSE,-171,None,-1.0
6,False,206,2,False,AgenteAleatorio1,34905,2,PEDIR,206,None,1.0
16,False,206,3,False,AgenteAleatorio1,34905,2,PEDIR,206,None,1.0
19,False,206,4,False,AgenteAleatorio1,34905,2,PLANTARSE,206,None,1.0
19,False,112,2,False,AgenteAleatorio1,34905,2,PLANTARSE,0,None,0.0
11,False,181,2,False,AgenteAleatorio1,34905,5,RENDIRSE,-90,None,-0.4972375690607735
15,False,243,2,False,AgenteAleatorio1,34814,6,PLANTARSE,243,None,1.0
14,False,102,2,False,AgenteAleatorio1,35057,10,RENDIRSE,-51,None,-0.5
11,False,338,2,False,AgenteAleatorio1,35006,5,RENDIRSE,-169,None,-0.5
20,False,288,2,True,AgenteAleatorio1,34837,11,DOBLAR,-576,None,-2.0
8,False,325,2,False,AgenteAleatorio1,34261,10,PLANTARSE,-325,None,-1.0
5,False,142,2,False,AgenteAleatorio1,33936,10,DOBLAR,-284,None,-2.0
8,False,62,2,False,AgenteAleatorio1,33652,11,RENDIRSE,-31,None,-0.5
10,False,236,2,False,AgenteAleatorio1,33621,2,DOBLAR,472,None,2.0
6,False,82,2,False,AgenteAleatorio1,34093,10,DOBLAR,-164,None,-2.0
20,False,313,2,True,AgenteAleatorio1,33929,10,RENDIRSE,-156,None,-0.4984025559105431
20,False,272,2,True,AgenteAleatorio1,33772,10,PLANTARSE,0,None,0.0
19,False,9,2,False,AgenteAleatorio1,33772,10,PLANTARSE,-9,None,-1.0
16,False,244,2,False,AgenteAleatorio1,33763,8,PLANTARSE,244,None,1.0
19,False,141,2,False,AgenteAleatorio1,34007,7,RENDIRSE,-70,None,-0.49645390070921985
20,False,98,2,True,AgenteAleatorio1,33936,2,PLANTARSE,98,None,1.0
17,True,215,2,False,AgenteAleatorio1,33936,6,DOBLAR,430,None,2.0
11,False,71,2,False,AgenteAleatorio1,34366,10,DOBLAR,-142,None,-2.0
19,True,103,2,False,AgenteAleatorio1,34224,9,PEDIR,-103,None,-1.0
12,False,103,3,False,AgenteAleatorio1,34224,9,RENDIRSE,-103,None,-1.0
21,True,67,2,False,AgenteAleatorio1,34121,10,DIVIDIR,-248,None,-3.701492537313433
12,False,320,2,False,AgenteAleatorio1,34221,10,DOBLAR,-640,None,-2.0
13,False,248,2,False,AgenteAleatorio1,33581,8,PLANTARSE,-248,None,-1.0
20,True,298,2,False,AgenteAleatorio1,33333,10,PEDIR,-298,None,-1.0
17,False,298,3,False,AgenteAleatorio1,33333,10,PEDIR,-298,None,-1.0
20,False,267,2,True,AgenteAleatorio1,33035,10,DOBLAR,-534,None,-2.0
18,False,170,2,False,AgenteAleatorio1,32501,7,PEDIR,-170,None,-1.0
16,False,27,2,False,AgenteAleatorio1,32331,10,RENDIRSE,-13,None,-0.48148148148148145
7,False,97,2,False,AgenteAleatorio1,32317,6,DIVIDIR,-97,None,-1.0
14,False,2,2,False,AgenteAleatorio1,32220,2,PEDIR,-2,None,-1.0
10,False,163,2,False,AgenteAleatorio1,32218,10,PLANTARSE,163,None,1.0
15,True,78,2,False,AgenteAleatorio1,32381,10,DIVIDIR,-78,None,-1.0
21,True,68,2,False,AgenteAleatorio1,32303,5,RENDIRSE,-34,None,-0.5
15,True,135,2,False,AgenteAleatorio1,32269,7,PEDIR,135,None,1.0
19,True,135,3,False,AgenteAleatorio1,32269,7,RENDIRSE,135,None,1.0
18,False,116,2,False,AgenteAleatorio1,32269,9,DIVIDIR,116,None,1.0
6,False,282,2,True,AgenteAleatorio1,32269,11,PLANTARSE,-282,None,-1.0
15,False,175,2,False,AgenteAleatorio1,31987,8,PEDIR,-175,None,-1.0
17,False,48,2,False,AgenteAleatorio1,31812,2,PEDIR,-48,None,-1.0
12,False,111,2,False,AgenteAleatorio1,31764,6,RENDIRSE,-55,None,-0.4954954954954955
20,False,245,2,True,AgenteAleatorio1,31708,10,DIVIDIR,-122,None,-0.49795918367346936
15,False,245,2,False,AgenteAleatorio1,31463,10,RENDIRSE,-122,None,-0.49795918367346936
19,False,288,2,False,AgenteAleatorio1,31585,10,DOBLAR,-576,None,-2.0
14,False,289,2,False,AgenteAleatorio1,31009,2,PEDIR,289,None,1.0
18,False,289,3,False,AgenteAleatorio1,31009,2,PLANTARSE,289,None,1.0
18,False,286,2,False,AgenteAleatorio1,31298,7,PEDIR,-286,None,-1.0
13,False,295,2,False,AgenteAleatorio1,31012,10,DIVIDIR,-295,None,-1.0
14,True,78,2,False,AgenteAleatorio1,30717,10,PLANTARSE,-78,None,-1.0
9,False,51,2,False,AgenteAleatorio1,30639,2,PEDIR,-51,None,-1.0
19,False,51,3,False,AgenteAleatorio1,30639,2,PEDIR,-51,None,-1.0
20,False,214,2,True,AgenteAleatorio1,30588,10,DOBLAR,-428,None,-2.0
21,True,23,2,False,AgenteAleatorio1,30160,4,PEDIR,-23,None,-1.0
13,False,23,3,False,AgenteAleatorio1,30160,4,RENDIRSE,-23,None,-1.0
14,False,22,2,False,AgenteAleatorio1,30137,3,DOBLAR,-44,None,-2.0
13,False,184,2,False,AgenteAleatorio1,30093,10,RENDIRSE,-92,None,-0.5
20,False,168,2,True,AgenteAleatorio1,30001,7,PEDIR,-168,None,-1.0
21,True,268,2,False,AgenteAleatorio1,29833,10,RENDIRSE,-134,None,-0.5
20,False,37,2,True,AgenteAleatorio1,29699,11,PEDIR,-37,None,-1.0
10,False,87,2,False,AgenteAleatorio1,29662,10,RENDIRSE,-43,None,-0.4942528735632184
15,False,12,2,False,AgenteAleatorio1,29618,5,RENDIRSE,-6,None,-0.5
20,True,152,2,False,AgenteAleatorio1,29612,4,RENDIRSE,-76,None,-0.5
17,False,174,2,False,AgenteAleatorio1,29536,10,PLANTARSE,0,None,0.0
19,False,105,2,False,AgenteAleatorio1,29536,7,PEDIR,-105,None,-1.0
14,False,171,2,False,AgenteAleatorio1,29431,10,DOBLAR,342,None,2.0
10,False,101,2,False,AgenteAleatorio1,29773,10,RENDIRSE,-50,None,-0.49504950495049505
12,False,229,2,False,AgenteAleatorio1,29722,3,PLANTARSE,-229,None,-1.0
7,False,250,2,False,AgenteAleatorio1,29493,9,DOBLAR,-500,None,-2.0
11,False,185,2,False,AgenteAleatorio1,28993,10,DOBLAR,370,None,2.0
7,False,258,2,False,AgenteAleatorio1,28993,11,DIVIDIR,-258,None,-1.0
13,False,70,2,False,AgenteAleatorio1,28735,11,RENDIRSE,-35,None,-0.5
18,False,192,2,False,AgenteAleatorio1,28700,11,PEDIR,-192,None,-1.0
12,False,14,2,True,AgenteAleatorio1,28508,9,PLANTARSE,14,None,1.0
18,False,124,2,False,AgenteAleatorio1,28522,4,PEDIR,-124,None,-1.0
19,False,266,2,False,AgenteAleatorio1,28398,5,DIVIDIR,266,None,1.0
17,False,212,2,False,AgenteAleatorio1,28664,2,RENDIRSE,-106,None,-0.5
20,False,167,2,True,AgenteAleatorio1,28558,10,RENDIRSE,-83,None,-0.49700598802395207
14,True,26,2,False,AgenteAleatorio1,28474,3,RENDIRSE,-13,None,-0.5
19,False,128,2,False,AgenteAleatorio1,28461,8,RENDIRSE,-64,None,-0.5
17,False,204,2,False,AgenteAleatorio1,28397,2,PLANTARSE,-204,None,-1.0
18,False,94,2,False,AgenteAleatorio1,28193,5,RENDIRSE,-47,None,-0.5
17,True,160,2,False,AgenteAleatorio1,28146,3,PLANTARSE,-160,None,-1.0
12,False,139,2,False,AgenteAleatorio1,27986,10,PLANTARSE,139,None,1.0
19,False,225,2,False,AgenteAleatorio1,28125,2,DOBLAR,-450,None,-2.0
18,False,100,2,False,AgenteAleatorio1,27675,6,PEDIR,-100,None,-1.0
7,False,200,2,False,AgenteAleatorio1,27575,8,PLANTARSE,-200,None,-1.0
19,False,10,2,False,AgenteAleatorio1,27375,4,PEDIR,-10,None,-1.0
13,False,34,2,False,AgenteAleatorio1,27365,7,PEDIR,-34,None,-1.0
13,False,88,2,False,AgenteAleatorio1,27331,10,DIVIDIR,-88,None,-1.0
19,True,265,2,False,AgenteAleatorio1,27243,2,PLANTARSE,0,None,0.0
16,False,164,2,False,AgenteAleatorio1,27243,4,PLANTARSE,-164,None,-1.0
15,False,191,2,False,AgenteAleatorio1,27079,10,PLANTARSE,-191,None,-1.0
10,False,135,2,False,AgenteAleatorio1,26888,10,DIVIDIR,-135,None,-1.0
18,False,35,2,False,AgenteAleatorio1,26753,9,DOBLAR,-70,None,-2.0
10,False,111,2,False,AgenteAleatorio1,26683,6,RENDIRSE,-55,None,-0.4954954954954955
14,False,53,2,False,AgenteAleatorio1,26627,8,DIVIDIR,53,None,1.0
11,False,193,2,False,AgenteAleatorio1,26680,11,DIVIDIR,193,None,1.0
13,False,86,2,False,AgenteAleatorio1,26873,6,PLANTARSE,-86,None,-1.0
8,False,219,2,False,AgenteAleatorio1,26787,10,DOBLAR,-438,None,-2.0
16,False,79,2,False,AgenteAleatorio1,26349,10,PLANTARSE,-79,None,-1.0
9,False,190,2,False,AgenteAleatorio1,26270,10,RENDIRSE,-95,None,-0.5
15,False,191,2,False,AgenteAleatorio1,26175,6,PEDIR,191,None,1.0
19,False,191,3,False,AgenteAleatorio1,26175,6,RENDIRSE,191,None,1.0
13,False,1,2,False,AgenteAleatorio1,26366,10,DIVIDIR,-1,None,-1.0
19,False,216,2,False,AgenteAleatorio1,26365,10,DIVIDIR,216,None,1.0
18,False,51,2,False,AgenteAleatorio1,26581,11,PEDIR,-51,None,-1.0
21,True,185,2,False,AgenteAleatorio1,26530,10,PEDIR,-185,None,-1.0
12,False,185,3,False,AgenteAleatorio1,26530,10,RENDIRSE,-185,None,-1.0
20,False,21,2,True,AgenteAleatorio1,26345,10,PLANTARSE,21,None,1.0
11,False,208,2,False,AgenteAleatorio1,26366,4,DIVIDIR,-208,None,-1.0
10,False,105,2,False,AgenteAleatorio1,26158,3,RENDIRSE,-52,None,-0.49523809523809526
15,False,190,2,False,AgenteAleatorio1,26105,7,PLANTARSE,-190,None,-1.0
14,False,172,2,True,AgenteAleatorio1,25915,3,PEDIR,-172,None,-1.0
16,False,172,3,False,AgenteAleatorio1,25915,3,DOBLAR,-172,None,-1.0
15,False,209,2,False,AgenteAleatorio1,25743,11,RENDIRSE,-104,None,-0.49760765550239233
20,False,230,2,True,AgenteAleatorio1,25638,7,PEDIR,-230,None,-1.0
16,True,233,2,False,AgenteAleatorio1,25408,4,DOBLAR,-466,None,-2.0
19,True,45,2,False,AgenteAleatorio1,24942,4,PLANTARSE,45,None,1.0
8,False,78,2,False,AgenteAleatorio1,24987,6,DOBLAR,-156,None,-2.0
16,False,67,2,False,AgenteAleatorio1,24831,10,PEDIR,-67,None,-1.0
15,False,232,2,False,AgenteAleatorio1,24764,10,DIVIDIR,-232,None,-1.0
12,False,94,2,False,AgenteAleatorio1,24532,6,DOBLAR,0,None,0.0
16,False,75,2,False,AgenteAleatorio1,24532,8,PEDIR,-75,None,-1.0
19,False,94,2,False,AgenteAleatorio1,24457,2,RENDIRSE,-47,None,-0.5
12,False,191,2,False,AgenteAleatorio1,24410,4,DIVIDIR,191,None,1.0
20,False,102,2,True,AgenteAleatorio1,24601,10,PLANTARSE,0,None,0.0
5,False,123,2,False,AgenteAleatorio1,24601,10,PLANTARSE,-123,None,-1.0
15,False,195,2,False,AgenteAleatorio1,24478,8,RENDIRSE,-97,None,-0.49743589743589745
15,True,147,2,False,AgenteAleatorio1,24380,2,DOBLAR,294,None,2.0
12,False,40,2,False,AgenteAleatorio1,24674,7,PLANTARSE,-40,None,-1.0
15,False,6,2,False,AgenteAleatorio1,24634,9,RENDIRSE,-3,None,-0.5
20,False,170,2,True,AgenteAleatorio1,24631,10,RENDIRSE,-85,None,-0.5
17,False,147,2,False,AgenteAleatorio1,24546,11,PEDIR,-147,None,-1.0
20,False,200,2,True,AgenteAleatorio1,24399,2,PLANTARSE,200,None,1.0
21,True,66,2,False,AgenteAleatorio1,24399,10,DOBLAR,132,None,2.0
21,True,209,2,False,AgenteAleatorio1,24531,6,DIVIDIR,104,None,0.49760765550239233
7,False,149,2,False,AgenteAleatorio1,24844,8,DOBLAR,-298,None,-2.0
19,False,104,2,False,AgenteAleatorio1,24546,10,DIVIDIR,104,None,1.0
11,False,86,2,False,AgenteAleatorio1,24546,3,DOBLAR,-172,None,-2.0
15,False,129,2,False,AgenteAleatorio1,24374,11,RENDIRSE,-64,None,-0.49612403100775193
