mano_valor,mano_es_blanda,mano_apuesta,mano_num_cartas,mano_es_par_divisible,agente_nombre,agente_capital_inicial,dealer_valor_carta,accion_tomada,ganancia_neta,conteo_cartas,recompensa_normalizada
20,True,199,2,False,AgenteAleatorio1,24309,5,DIVIDIR,199,None,1.0
10,False,100,2,False,AgenteAleatorio1,24309,10,RENDIRSE,-50,None,-0.5
18,False,77,2,False,AgenteAleatorio1,24259,2,PEDIR,-77,None,-1.0
11,False,145,2,False,AgenteAleatorio1,24182,9,DOBLAR,290,None,2.0
17,False,237,2,False,AgenteAleatorio1,24182,5,DIVIDIR,237,None,1.0
17,True,92,2,False,AgenteAleatorio1,24419,7,PLANTARSE,92,None,1.0
16,False,28,2,False,AgenteAleatorio1,24511,10,PLANTARSE,-28,None,-1.0
20,False,5,2,True,AgenteAleatorio1,24483,10,DIVIDIR,5,None,1.0
20,False,5,2,True,AgenteAleatorio1,24478,10,DIVIDIR,5,None,1.0
19,False,5,2,False,AgenteAleatorio1,24473,10,DIVIDIR,5,None,1.0
15,False,5,2,False,AgenteAleatorio1,24473,10,PEDIR,-5,None,-1.0
20,False,5,2,True,AgenteAleatorio1,24473,10,DOBLAR,-10,None,-2.0
13,False,93,2,False,AgenteAleatorio1,24473,10,PLANTARSE,-93,None,-1.0
12,False,49,2,True,AgenteAleatorio1,24380,7,RENDIRSE,-24,None,-0.4897959183673469
12,False,167,2,False,AgenteAleatorio1,24355,2,PEDIR,167,None,1.0
19,False,167,3,False,AgenteAleatorio1,24355,2,RENDIRSE,167,None,1.0
7,False,234,2,False,AgenteAleatorio1,24355,10,DIVIDIR,234,None,1.0
15,False,229,2,False,AgenteAleatorio1,24589,10,PLANTARSE,-229,None,-1.0
15,False,150,2,False,AgenteAleatorio1,24360,3,DOBLAR,300,None,2.0
17,False,198,2,False,AgenteAleatorio1,24360,10,DOBLAR,396,None,2.0
20,False,18,2,True,AgenteAleatorio1,24360,11,DIVIDIR,18,None,1.0
16,False,18,2,False,AgenteAleatorio1,24342,11,PLANTARSE,18,None,1.0
20,False,18,2,True,AgenteAleatorio1,24342,11,DIVIDIR,-36,None,-2.0
15,False,18,2,False,AgenteAleatorio1,24324,11,DOBLAR,-36,None,-2.0
12,False,18,2,False,AgenteAleatorio1,24306,11,PLANTARSE,18,None,1.0
14,False,175,2,False,AgenteAleatorio1,24360,10,RENDIRSE,-87,None,-0.49714285714285716
14,True,122,2,False,AgenteAleatorio1,24272,10,PLANTARSE,-122,None,-1.0
21,True,137,2,False,AgenteAleatorio1,24150,6,DOBLAR,274,None,2.0
13,False,70,2,False,AgenteAleatorio1,24424,6,DIVIDIR,70,None,1.0
13,False,172,2,False,AgenteAleatorio1,24494,10,PLANTARSE,-172,None,-1.0
12,False,57,2,False,AgenteAleatorio1,24322,11,PLANTARSE,-57,None,-1.0
8,False,206,2,False,AgenteAleatorio1,24265,10,PEDIR,206,None,1.0
18,False,206,3,False,AgenteAleatorio1,24265,10,DOBLAR,206,None,1.0
16,False,43,2,True,AgenteAleatorio1,24265,8,RENDIRSE,-21,None,-0.4883720930232558
14,False,86,2,False,AgenteAleatorio1,24243,10,PLANTARSE,-86,None,-1.0
16,False,50,2,False,AgenteAleatorio1,24157,5,DOBLAR,100,None,2.0
18,False,218,2,True,AgenteAleatorio1,24257,9,DOBLAR,436,None,2.0
14,False,218,2,False,AgenteAleatorio1,24257,11,DIVIDIR,-218,None,-1.0
19,False,166,2,False,AgenteAleatorio1,24039,4,PLANTARSE,-166,None,-1.0
14,False,113,2,False,AgenteAleatorio1,23873,4,DOBLAR,226,None,2.0
16,False,74,2,False,AgenteAleatorio1,24099,7,PEDIR,-74,None,-1.0
9,False,52,2,False,AgenteAleatorio1,24025,10,PLANTARSE,-52,None,-1.0
9,False,232,2,False,AgenteAleatorio1,23973,10,PEDIR,-232,None,-1.0
14,False,232,3,False,AgenteAleatorio1,23973,10,PLANTARSE,-232,None,-1.0
7,False,26,2,False,AgenteAleatorio1,23741,6,DIVIDIR,-26,None,-1.0
14,False,79,2,True,AgenteAleatorio1,23715,6,DOBLAR,158,None,2.0
20,False,222,2,True,AgenteAleatorio1,23873,8,DOBLAR,-444,None,-2.0
11,False,53,2,False,AgenteAleatorio1,23429,10,DOBLAR,106,None,2.0
16,False,29,2,False,AgenteAleatorio1,23535,4,RENDIRSE,-14,None,-0.4827586206896552
19,True,176,2,False,AgenteAleatorio1,23520,9,RENDIRSE,-88,None,-0.5
5,False,208,2,False,AgenteAleatorio1,23432,2,RENDIRSE,-104,None,-0.5
11,False,226,2,False,AgenteAleatorio1,23328,4,DOBLAR,-452,None,-2.0
14,False,73,2,False,AgenteAleatorio1,22876,10,PEDIR,-73,None,-1.0
15,False,73,3,False,AgenteAleatorio1,22876,10,DIVIDIR,-73,None,-1.0
15,False,63,2,False,AgenteAleatorio1,22803,10,PEDIR,-63,None,-1.0
20,False,63,3,False,AgenteAleatorio1,22803,10,PEDIR,-63,None,-1.0
17,False,124,2,False,AgenteAleatorio1,22740,5,PEDIR,-124,None,-1.0
8,False,167,2,False,AgenteAleatorio1,22616,10,DIVIDIR,-167,None,-1.0
15,False,210,2,False,AgenteAleatorio1,22449,10,RENDIRSE,-105,None,-0.5
20,False,115,2,True,AgenteAleatorio1,22344,10,RENDIRSE,-57,None,-0.4956521739130435
18,False,167,2,False,AgenteAleatorio1,22286,8,DOBLAR,-334,None,-2.0
15,False,196,2,False,AgenteAleatorio1,21952,10,PEDIR,-196,None,-1.0
14,True,178,2,False,AgenteAleatorio1,21756,7,PEDIR,-178,None,-1.0
14,False,178,3,False,AgenteAleatorio1,21756,7,PEDIR,-178,None,-1.0
17,False,195,2,False,AgenteAleatorio1,21578,5,PLANTARSE,-195,None,-1.0
5,False,73,2,False,AgenteAleatorio1,21383,10,DOBLAR,-146,None,-2.0
11,False,27,2,False,AgenteAleatorio1,21237,5,DOBLAR,54,None,2.0
12,False,55,2,False,AgenteAleatorio1,21291,2,PLANTARSE,-55,None,-1.0
19,False,130,2,False,AgenteAleatorio1,21236,5,PLANTARSE,-130,None,-1.0
18,False,145,2,False,AgenteAleatorio1,21106,9,PEDIR,-145,None,-1.0
19,False,145,3,False,AgenteAleatorio1,21106,9,PEDIR,-145,None,-1.0
12,False,23,2,False,AgenteAleatorio1,20961,5,RENDIRSE,-11,None,-0.4782608695652174
18,False,123,2,False,AgenteAleatorio1,20949,4,DOBLAR,-246,None,-2.0
14,False,85,2,False,AgenteAleatorio1,20703,6,PLANTARSE,85,None,1.0
15,True,135,2,False,AgenteAleatorio1,20788,6,DOBLAR,-270,None,-2.0
10,False,13,2,False,AgenteAleatorio1,20518,8,DOBLAR,26,None,2.0
17,False,91,2,False,AgenteAleatorio1,20518,10,PEDIR,-91,None,-1.0
21,True,69,2,False,AgenteAleatorio1,20427,10,PEDIR,-69,None,-1.0
13,False,69,3,False,AgenteAleatorio1,20427,10,DOBLAR,-69,None,-1.0
9,False,41,2,False,AgenteAleatorio1,20358,3,PLANTARSE,41,None,1.0
20,False,180,2,True,AgenteAleatorio1,20399,5,PLANTARSE,-180,None,-1.0
13,False,94,2,False,AgenteAleatorio1,20219,4,PEDIR,-94,None,-1.0
15,False,94,3,False,AgenteAleatorio1,20219,4,PEDIR,-94,None,-1.0
13,False,170,2,False,AgenteAleatorio1,20125,5,PLANTARSE,-170,None,-1.0
18,False,72,2,False,AgenteAleatorio1,19955,2,PEDIR,-72,None,-1.0
21,True,106,2,False,AgenteAleatorio1,19883,3,DIVIDIR,-151,None,-1.4245283018867925
9,False,60,2,False,AgenteAleatorio1,20042,10,DIVIDIR,-60,None,-1.0
14,False,151,2,False,AgenteAleatorio1,19982,5,DIVIDIR,-151,None,-1.0
13,False,15,2,False,AgenteAleatorio1,19831,8,DIVIDIR,-15,None,-1.0
13,False,86,2,False,AgenteAleatorio1,19816,3,RENDIRSE,-43,None,-0.5
18,True,172,2,False,AgenteAleatorio1,19773,10,DIVIDIR,-172,None,-1.0
5,False,133,2,False,AgenteAleatorio1,19601,3,RENDIRSE,-66,None,-0.49624060150375937
15,False,169,2,False,AgenteAleatorio1,19534,7,DIVIDIR,-169,None,-1.0
14,False,177,2,False,AgenteAleatorio1,19365,3,DOBLAR,-354,None,-2.0
13,False,75,2,False,AgenteAleatorio1,19011,9,PEDIR,-75,None,-1.0
8,False,60,2,False,AgenteAleatorio1,18936,10,DOBLAR,120,None,2.0
8,False,121,2,False,AgenteAleatorio1,19056,10,RENDIRSE,-60,None,-0.49586776859504134
19,False,118,2,False,AgenteAleatorio1,18995,10,DOBLAR,-236,None,-2.0
12,False,162,2,False,AgenteAleatorio1,18759,10,DOBLAR,0,None,0.0
14,False,127,2,True,AgenteAleatorio1,18759,8,PLANTARSE,-127,None,-1.0
7,False,3,2,False,AgenteAleatorio1,18632,9,PLANTARSE,-3,None,-1.0
20,False,186,2,True,AgenteAleatorio1,18629,5,DOBLAR,-372,None,-2.0
21,True,117,2,False,AgenteAleatorio1,18257,10,PLANTARSE,0,None,0.0
20,False,2,2,True,AgenteAleatorio1,18432,4,DOBLAR,-4,None,-2.0
9,False,148,2,False,AgenteAleatorio1,18428,6,PEDIR,0,None,0.0
17,False,148,3,False,AgenteAleatorio1,18428,6,DIVIDIR,0,None,0.0
17,False,144,2,False,AgenteAleatorio1,18428,10,DOBLAR,-288,None,-2.0
13,False,138,2,False,AgenteAleatorio1,18140,10,DIVIDIR,-138,None,-1.0
13,False,154,2,False,AgenteAleatorio1,18002,2,DOBLAR,-308,None,-2.0
17,False,51,2,False,AgenteAleatorio1,17694,2,DOBLAR,102,None,2.0
13,True,43,2,False,AgenteAleatorio1,17694,10,PEDIR,-43,None,-1.0
13,False,43,3,False,AgenteAleatorio1,17694,10,DOBLAR,-43,None,-1.0
9,False,25,2,False,AgenteAleatorio1,17651,2,PEDIR,0,None,0.0
20,True,25,3,False,AgenteAleatorio1,17651,2,DIVIDIR,0,None,0.0
11,False,50,2,False,AgenteAleatorio1,17651,11,PEDIR,-50,None,-1.0
16,False,50,3,False,AgenteAleatorio1,17651,11,PLANTARSE,-50,None,-1.0
19,False,70,2,False,AgenteAleatorio1,17601,6,DIVIDIR,0,None,0.0
20,False,40,2,True,AgenteAleatorio1,17601,7,PLANTARSE,40,None,1.0
8,False,102,2,True,AgenteAleatorio1,17601,9,PLANTARSE,-102,None,-1.0
18,True,105,2,False,AgenteAleatorio1,17499,8,DOBLAR,-210,None,-2.0
13,True,171,2,False,AgenteAleatorio1,17289,10,PEDIR,-171,None,-1.0
15,True,171,3,False,AgenteAleatorio1,17289,10,DIVIDIR,-171,None,-1.0
16,False,16,2,False,AgenteAleatorio1,17118,5,PLANTARSE,-16,None,-1.0
6,False,56,2,False,AgenteAleatorio1,17102,10,PEDIR,56,None,1.0
17,True,56,3,False,AgenteAleatorio1,17102,10,DOBLAR,56,None,1.0
20,False,37,2,True,AgenteAleatorio1,17158,2,DIVIDIR,-74,None,-2.0
20,False,37,2,True,AgenteAleatorio1,17121,2,DOBLAR,-74,None,-2.0
20,False,37,2,True,AgenteAleatorio1,17084,2,RENDIRSE,-18,None,-0.4864864864864865
16,False,5,2,False,AgenteAleatorio1,17065,8,RENDIRSE,-2,None,-0.4
13,False,159,2,False,AgenteAleatorio1,17062,10,DOBLAR,318,None,2.0
8,False,124,2,False,AgenteAleatorio1,17380,11,DIVIDIR,-124,None,-1.0
8,False,86,2,False,AgenteAleatorio1,17256,10,PLANTARSE,-86,None,-1.0
21,True,45,2,False,AgenteAleatorio1,17170,8,RENDIRSE,-22,None,-0.4888888888888889
14,False,51,2,False,AgenteAleatorio1,17147,7,DIVIDIR,-51,None,-1.0
17,False,92,2,False,AgenteAleatorio1,17096,8,DIVIDIR,-92,None,-1.0
11,False,82,2,False,AgenteAleatorio1,17004,6,RENDIRSE,-41,None,-0.5
16,False,128,2,False,AgenteAleatorio1,16963,7,PEDIR,-128,None,-1.0
16,False,124,2,False,AgenteAleatorio1,16835,10,PEDIR,-124,None,-1.0
21,True,137,2,False,AgenteAleatorio1,16711,10,DIVIDIR,-163,None,-1.1897810218978102
12,False,134,2,False,AgenteAleatorio1,16916,10,PLANTARSE,134,None,1.0
17,False,163,2,False,AgenteAleatorio1,17050,10,DIVIDIR,-163,None,-1.0
20,False,21,2,True,AgenteAleatorio1,16887,5,RENDIRSE,-10,None,-0.47619047619047616
10,False,50,2,False,AgenteAleatorio1,16876,5,DIVIDIR,-50,None,-1.0
9,False,53,2,False,AgenteAleatorio1,16826,8,PEDIR,53,None,1.0
19,False,53,3,False,AgenteAleatorio1,16826,8,DOBLAR,53,None,1.0
13,False,143,2,False,AgenteAleatorio1,16879,9,DOBLAR,286,None,2.0
13,False,123,2,False,AgenteAleatorio1,16879,4,PLANTARSE,-123,None,-1.0
18,False,133,2,True,AgenteAleatorio1,16756,8,RENDIRSE,-66,None,-0.49624060150375937
12,False,35,2,False,AgenteAleatorio1,16689,7,DOBLAR,-70,None,-2.0
4,False,38,2,True,AgenteAleatorio1,16619,8,DIVIDIR,0,None,0.0
4,False,38,2,True,AgenteAleatorio1,16581,8,PEDIR,0,None,0.0
6,False,38,3,False,AgenteAleatorio1,16581,8,PEDIR,0,None,0.0
17,True,38,4,False,AgenteAleatorio1,16581,8,DIVIDIR,0,None,0.0
5,False,38,2,False,AgenteAleatorio1,16581,8,RENDIRSE,-19,None,-0.5
8,False,86,2,False,AgenteAleatorio1,16600,11,PEDIR,-86,None,-1.0
11,False,86,3,False,AgenteAleatorio1,16600,11,PLANTARSE,-86,None,-1.0
6,False,23,2,True,AgenteAleatorio1,16514,5,DIVIDIR,-23,None,-1.0
14,True,23,2,False,AgenteAleatorio1,16491,5,PLANTARSE,-23,None,-1.0
10,False,23,2,False,AgenteAleatorio1,16491,5,PLANTARSE,-23,None,-1.0
14,False,162,2,False,AgenteAleatorio1,16468,2,DOBLAR,-324,None,-2.0
12,False,100,2,False,AgenteAleatorio1,16144,10,PEDIR,-100,None,-1.0
16,False,100,3,False,AgenteAleatorio1,16144,10,DOBLAR,-100,None,-1.0
9,False,155,2,False,AgenteAleatorio1,16044,3,RENDIRSE,-77,None,-0.4967741935483871
21,True,114,2,False,AgenteAleatorio1,15966,10,RENDIRSE,-57,None,-0.5
20,True,112,2,False,AgenteAleatorio1,15909,10,RENDIRSE,-56,None,-0.5
13,False,19,2,False,AgenteAleatorio1,15853,10,PEDIR,-19,None,-1.0
16,False,19,3,False,AgenteAleatorio1,15853,10,PEDIR,-19,None,-1.0
18,False,60,2,False,AgenteAleatorio1,15834,9,PEDIR,-60,None,-1.0
20,False,71,2,True,AgenteAleatorio1,15774,10,DOBLAR,-142,None,-2.0
14,False,51,2,False,AgenteAleatorio1,15632,10,RENDIRSE,-25,None,-0.49019607843137253
11,False,94,2,False,AgenteAleatorio1,15606,3,RENDIRSE,-47,None,-0.5
21,True,142,2,False,AgenteAleatorio1,15559,10,DOBLAR,284,None,2.0
14,False,109,2,False,AgenteAleatorio1,15559,5,DOBLAR,-218,None,-2.0
14,False,133,2,False,AgenteAleatorio1,15341,6,PLANTARSE,-133,None,-1.0
14,False,32,2,False,AgenteAleatorio1,15208,7,PLANTARSE,-32,None,-1.0
6,False,145,2,True,AgenteAleatorio1,15176,5,PLANTARSE,-145,None,-1.0
15,False,82,2,False,AgenteAleatorio1,15031,10,PLANTARSE,-82,None,-1.0
12,False,24,2,True,AgenteAleatorio1,14949,7,PLANTARSE,-24,None,-1.0
10,False,134,2,False,AgenteAleatorio1,14925,5,PEDIR,134,None,1.0
20,False,134,3,False,AgenteAleatorio1,14925,5,DOBLAR,134,None,1.0
11,False,64,2,False,AgenteAleatorio1,15059,5,RENDIRSE,-32,None,-0.5
20,False,11,2,True,AgenteAleatorio1,15027,10,DOBLAR,-22,None,-2.0
6,False,54,2,False,AgenteAleatorio1,15005,11,DIVIDIR,-54,None,-1.0
14,False,97,2,False,AgenteAleatorio1,14951,10,RENDIRSE,-48,None,-0.4948453608247423
15,False,120,2,False,AgenteAleatorio1,14902,10,PLANTARSE,-120,None,-1.0
21,True,133,2,False,AgenteAleatorio1,14782,4,PLANTARSE,25,None,0.18796992481203006
6,False,125,2,False,AgenteAleatorio1,14981,10,RENDIRSE,-62,None,-0.496
10,False,25,2,False,AgenteAleatorio1,14918,2,PLANTARSE,25,None,1.0
20,True,95,2,False,AgenteAleatorio1,14943,10,RENDIRSE,-47,None,-0.49473684210526314
10,False,123,2,False,AgenteAleatorio1,14895,10,PLANTARSE,-123,None,-1.0
18,True,24,2,False,AgenteAleatorio1,14772,7,PLANTARSE,24,None,1.0
9,False,111,2,False,AgenteAleatorio1,14796,9,PEDIR,-111,None,-1.0
20,True,111,3,False,AgenteAleatorio1,14796,9,PEDIR,-111,None,-1.0
20,False,111,4,False,AgenteAleatorio1,14796,9,PEDIR,-111,None,-1.0
14,False,4,2,False,AgenteAleatorio1,14685,10,PLANTARSE,-4,None,-1.0
20,False,101,2,True,AgenteAleatorio1,14681,6,PEDIR,101,None,1.0
21,False,101,3,False,AgenteAleatorio1,14681,6,PLANTARSE,101,None,1.0
13,False,48,2,False,AgenteAleatorio1,14782,6,PLANTARSE,48,None,1.0
15,False,21,2,False,AgenteAleatorio1,14830,11,PLANTARSE,-21,None,-1.0
19,False,76,2,False,AgenteAleatorio1,14809,10,PEDIR,-76,None,-1.0
10,False,90,2,False,AgenteAleatorio1,14733,5,DOBLAR,-180,None,-2.0
12,False,72,2,False,AgenteAleatorio1,14553,11,DOBLAR,-144,None,-2.0
8,False,13,2,False,AgenteAleatorio1,14409,10,RENDIRSE,-6,None,-0.46153846153846156
6,False,28,2,True,AgenteAleatorio1,14402,4,RENDIRSE,-14,None,-0.5
4,False,38,2,True,AgenteAleatorio1,14388,3,DOBLAR,76,None,2.0
16,False,40,2,True,AgenteAleatorio1,14464,7,PLANTARSE,40,None,1.0
14,False,37,2,False,AgenteAleatorio1,14504,5,DOBLAR,74,None,2.0
20,False,21,2,True,AgenteAleatorio1,14504,3,DIVIDIR,-10,None,-0.47619047619047616
16,False,21,2,False,AgenteAleatorio1,14483,3,RENDIRSE,-10,None,-0.47619047619047616
16,False,15,2,False,AgenteAleatorio1,14472,10,RENDIRSE,-7,None,-0.4666666666666667
15,False,79,2,False,AgenteAleatorio1,14464,3,DOBLAR,0,None,0.0
12,False,85,2,False,AgenteAleatorio1,14464,6,DIVIDIR,-85,None,-1.0
10,False,46,2,False,AgenteAleatorio1,14379,4,DIVIDIR,-46,None,-1.0
14,True,61,2,False,AgenteAleatorio1,14333,7,DIVIDIR,-61,None,-1.0
20,False,118,2,True,AgenteAleatorio1,14272,4,RENDIRSE,-59,None,-0.5
12,False,33,2,False,AgenteAleatorio1,14213,10,PLANTARSE,-33,None,-1.0
21,True,132,2,False,AgenteAleatorio1,14180,7,DIVIDIR,-54,None,-0.4090909090909091
17,True,58,2,False,AgenteAleatorio1,14378,10,DOBLAR,-116,None,-2.0
13,False,54,2,False,AgenteAleatorio1,14262,3,DIVIDIR,-54,None,-1.0
20,False,72,2,True,AgenteAleatorio1,14208,3,DIVIDIR,-36,None,-0.5
18,False,72,2,False,AgenteAleatorio1,14136,3,RENDIRSE,-36,None,-0.5
18,False,38,2,False,AgenteAleatorio1,14244,8,PEDIR,-38,None,-1.0
20,False,38,3,False,AgenteAleatorio1,14244,8,DOBLAR,-38,None,-1.0
12,False,3,2,False,AgenteAleatorio1,14206,10,PLANTARSE,-3,None,-1.0
17,False,104,2,False,AgenteAleatorio1,14203,4,PEDIR,104,None,1.0
18,False,104,3,False,AgenteAleatorio1,14203,4,PLANTARSE,104,None,1.0
16,False,93,2,False,AgenteAleatorio1,14307,2,DIVIDIR,-93,None,-1.0
19,False,36,2,False,AgenteAleatorio1,14214,10,DIVIDIR,36,None,1.0
9,False,3,2,False,AgenteAleatorio1,14250,8,PLANTARSE,-3,None,-1.0
13,False,72,2,False,AgenteAleatorio1,14247,4,PEDIR,0,None,0.0
18,False,72,3,False,AgenteAleatorio1,14247,4,RENDIRSE,0,None,0.0
21,True,21,2,False,AgenteAleatorio1,14247,2,PEDIR,21,None,1.0
19,False,21,3,False,AgenteAleatorio1,14247,2,RENDIRSE,21,None,1.0
15,False,52,2,False,AgenteAleatorio1,14247,3,DIVIDIR,-52,None,-1.0
17,False,16,2,False,AgenteAleatorio1,14195,7,PLANTARSE,0,None,0.0
16,False,112,2,False,AgenteAleatorio1,14195,10,RENDIRSE,-56,None,-0.5
12,False,122,2,False,AgenteAleatorio1,14139,10,DIVIDIR,-122,None,-1.0
11,False,7,2,False,AgenteAleatorio1,14017,3,PEDIR,7,None,1.0
13,False,7,3,False,AgenteAleatorio1,14017,3,DIVIDIR,7,None,1.0
18,False,18,2,True,AgenteAleatorio1,14024,10,RENDIRSE,-9,None,-0.5
8,False,71,2,False,AgenteAleatorio1,14015,2,PLANTARSE,-71,None,-1.0
11,False,58,2,False,AgenteAleatorio1,13944,10,DOBLAR,-116,None,-2.0
10,False,79,2,False,AgenteAleatorio1,13828,6,DOBLAR,158,None,2.0
21,True,93,2,False,AgenteAleatorio1,13828,11,DOBLAR,186,None,2.0
17,True,41,2,False,AgenteAleatorio1,13828,7,RENDIRSE,-20,None,-0.4878048780487805
5,False,138,2,False,AgenteAleatorio1,13807,10,DOBLAR,-276,None,-2.0
13,False,115,2,False,AgenteAleatorio1,13531,4,PEDIR,115,None,1.0
17,False,115,3,False,AgenteAleatorio1,13531,4,PLANTARSE,115,None,1.0
18,False,56,2,False,AgenteAleatorio1,13646,5,DIVIDIR,56,None,1.0
21,True,125,2,False,AgenteAleatorio1,13702,6,DOBLAR,-250,None,-2.0
19,False,106,2,False,AgenteAleatorio1,13452,6,PEDIR,-106,None,-1.0
20,False,108,2,True,AgenteAleatorio1,13346,10,DIVIDIR,-54,None,-0.5
20,False,108,2,True,AgenteAleatorio1,13238,10,DIVIDIR,-54,None,-0.5
20,False,108,2,True,AgenteAleatorio1,13130,10,RENDIRSE,-54,None,-0.5
12,False,108,2,False,AgenteAleatorio1,13184,10,PEDIR,-108,None,-1.0
19,False,108,3,False,AgenteAleatorio1,13184,10,PEDIR,-108,None,-1.0
14,False,116,2,False,AgenteAleatorio1,13184,7,PEDIR,-116,None,-1.0
19,False,116,3,False,AgenteAleatorio1,13184,7,DIVIDIR,-116,None,-1.0
13,False,113,2,False,AgenteAleatorio1,13068,9,PEDIR,113,None,1.0
14,False,113,3,False,AgenteAleatorio1,13068,9,DIVIDIR,113,None,1.0
17,False,127,2,False,AgenteAleatorio1,13181,10,RENDIRSE,-63,None,-0.49606299212598426
16,False,85,2,False,AgenteAleatorio1,13117,10,PEDIR,-85,None,-1.0
14,False,44,2,False,AgenteAleatorio1,13032,4,PEDIR,-44,None,-1.0
19,True,93,2,False,AgenteAleatorio1,12988,2,PEDIR,93,None,1.0
19,False,93,3,False,AgenteAleatorio1,12988,2,DIVIDIR,93,None,1.0
18,False,108,2,False,AgenteAleatorio1,12988,7,RENDIRSE,-54,None,-0.5
5,False,43,2,False,AgenteAleatorio1,12934,6,DOBLAR,86,None,2.0
16,False,59,2,True,AgenteAleatorio1,13020,3,PLANTARSE,59,None,1.0
16,False,63,2,False,AgenteAleatorio1,13079,2,PEDIR,-63,None,-1.0
14,False,36,2,False,AgenteAleatorio1,13016,6,RENDIRSE,-18,None,-0.5
6,False,75,2,False,AgenteAleatorio1,12998,7,RENDIRSE,-37,None,-0.49333333333333335
14,False,73,2,False,AgenteAleatorio1,12960,11,DOBLAR,-146,None,-2.0
11,False,32,2,False,AgenteAleatorio1,12814,4,DIVIDIR,-32,None,-1.0
11,False,75,2,False,AgenteAleatorio1,12782,11,PLANTARSE,-75,None,-1.0
16,False,100,2,False,AgenteAleatorio1,12707,10,DIVIDIR,-100,None,-1.0
17,False,22,2,False,AgenteAleatorio1,12607,4,PEDIR,-22,None,-1.0
21,True,122,2,False,AgenteAleatorio1,12585,6,DIVIDIR,0,None,0.0
16,False,24,2,False,AgenteAleatorio1,12585,7,RENDIRSE,-12,None,-0.5
17,False,32,2,False,AgenteAleatorio1,12573,4,PLANTARSE,0,None,0.0
10,False,18,2,False,AgenteAleatorio1,12573,11,PEDIR,18,None,1.0
20,False,18,3,False,AgenteAleatorio1,12573,11,DOBLAR,18,None,1.0
21,True,104,2,False,AgenteAleatorio1,12573,4,DOBLAR,-208,None,-2.0
13,False,58,2,False,AgenteAleatorio1,12365,10,PLANTARSE,-58,None,-1.0
16,True,76,2,False,AgenteAleatorio1,12307,10,DOBLAR,-152,None,-2.0
17,False,27,2,False,AgenteAleatorio1,12155,6,PLANTARSE,27,None,1.0
14,False,15,2,False,AgenteAleatorio1,12182,4,DIVIDIR,-15,None,-1.0
10,False,49,2,False,AgenteAleatorio1,12167,10,DOBLAR,98,None,2.0
19,True,15,2,False,AgenteAleatorio1,12167,2,PEDIR,15,None,1.0
18,False,15,3,False,AgenteAleatorio1,12167,2,PLANTARSE,15,None,1.0
14,False,34,2,False,AgenteAleatorio1,12182,9,PEDIR,-34,None,-1.0
11,False,40,2,False,AgenteAleatorio1,12148,10,DOBLAR,80,None,2.0
7,False,121,2,False,AgenteAleatorio1,12228,6,DIVIDIR,-121,None,-1.0
14,False,69,2,False,AgenteAleatorio1,12107,6,DOBLAR,-138,None,-2.0
14,False,60,2,False,AgenteAleatorio1,11969,5,PEDIR,60,None,1.0
16,False,60,3,False,AgenteAleatorio1,11969,5,DOBLAR,60,None,1.0
7,False,13,2,False,AgenteAleatorio1,12029,6,DIVIDIR,-13,None,-1.0
